fixture_id,minute,minute_squared,current_home_score,current_away_score,total_goals,goal_difference,is_draw,time_since_last_goal,red_cards_home,red_cards_away,label_next_goal_none
statsbomb_2018_7560,15,225,0,1,1,-1,0,1.6166666666666671,0,0,0
statsbomb_2018_7560,30,900,1,1,2,0,1,11.166666666666668,0,0,0
statsbomb_2018_7560,45,2025,1,1,2,0,1,26.166666666666668,0,0,0
statsbomb_2018_7560,60,3600,1,1,2,0,1,41.16666666666667,0,0,0
statsbomb_2018_7560,70,4900,1,1,2,0,1,51.16666666666667,0,0,0
statsbomb_2018_7560,75,5625,1,1,2,0,1,56.16666666666667,0,0,0
statsbomb_2018_7560,80,6400,1,1,2,0,1,61.16666666666667,0,0,0
statsbomb_2018_7533,15,225,0,0,0,0,1,15,0,0,0
statsbomb_2018_7533,30,900,1,0,1,1,0,10.916666666666668,0,0,0
statsbomb_2018_7533,45,2025,1,0,1,1,0,25.916666666666668,0,0,0
statsbomb_2018_7533,60,3600,1,1,2,0,1,10.516666666666666,0,0,1
statsbomb_2018_7533,70,4900,1,1,2,0,1,20.516666666666666,0,0,1
statsbomb_2018_7533,75,5625,1,1,2,0,1,25.516666666666666,0,0,1
statsbomb_2018_7533,80,6400,1,1,2,0,1,30.516666666666666,0,0,1
statsbomb_2018_7564,15,225,0,1,1,-1,0,1.1333333333333329,0,0,0
statsbomb_2018_7564,30,900,0,1,1,-1,0,16.133333333333333,0,0,0
statsbomb_2018_7564,45,2025,0,1,1,-1,0,31.133333333333333,0,0,0
statsbomb_2018_7564,60,3600,1,1,2,0,1,9.600000000000001,0,0,0
statsbomb_2018_7564,70,4900,1,1,2,0,1,19.6,0,0,0
statsbomb_2018_7564,75,5625,1,1,2,0,1,24.6,0,0,0
statsbomb_2018_7564,80,6400,1,1,2,0,1,29.6,0,0,0
statsbomb_2018_7579,15,225,1,0,1,1,0,8.35,0,0,0
statsbomb_2018_7579,30,900,1,0,1,1,0,23.35,0,0,0
statsbomb_2018_7579,45,2025,1,0,1,1,0,38.35,0,0,0
statsbomb_2018_7579,60,3600,1,1,2,0,1,5.783333333333331,0,0,0
statsbomb_2018_7579,70,4900,2,1,3,1,0,8.866666666666667,0,0,1
statsbomb_2018_7579,75,5625,2,1,3,1,0,13.866666666666667,0,0,1
statsbomb_2018_7579,80,6400,2,1,3,1,0,18.866666666666667,0,0,1
statsbomb_2018_7577,15,225,0,0,0,0,1,15,0,0,0
statsbomb_2018_7577,30,900,0,0,0,0,1,30,0,0,0
statsbomb_2018_7577,45,2025,0,0,0,0,1,45,0,0,0
statsbomb_2018_7577,60,3600,0,0,0,0,1,60,0,0,0
statsbomb_2018_7577,70,4900,0,0,0,0,1,70,0,0,0
statsbomb_2018_7577,75,5625,0,0,0,0,1,75,0,0,0
statsbomb_2018_7577,80,6400,0,0,0,0,1,80,0,0,0
statsbomb_2018_7525,15,225,1,0,1,1,0,3.466666666666667,0,0,0
statsbomb_2018_7525,30,900,1,0,1,1,0,18.46666666666667,0,0,0
statsbomb_2018_7525,45,2025,2,0,2,2,0,2.81666666666667,0,0,0
statsbomb_2018_7525,60,3600,2,0,2,2,0,17.81666666666667,0,0,0
statsbomb_2018_7525,70,4900,2,0,2,2,0,27.81666666666667,0,0,0
statsbomb_2018_7525,75,5625,3,0,3,3,0,4.166666666666671,0,0,0
statsbomb_2018_7525,80,6400,3,0,3,3,0,9.166666666666671,0,0,0
statsbomb_2018_7566,15,225,0,0,0,0,1,15,0,0,0
statsbomb_2018_7566,30,900,0,0,0,0,1,30,0,0,0
statsbomb_2018_7566,45,2025,0,0,0,0,1,45,0,0,0
statsbomb_2018_7566,60,3600,0,1,1,-1,0,10.216666666666669,0,0,0
statsbomb_2018_7566,70,4900,0,2,2,-2,0,8.43333333333333,0,0,0
statsbomb_2018_7566,75,5625,0,3,3,-3,0,1.4500000000000028,0,0,1
statsbomb_2018_7566,80,6400,0,3,3,-3,0,6.450000000000003,0,0,1
statsbomb_2018_8651,15,225,0,0,0,0,1,15,0,0,0
statsbomb_2018_8651,30,900,0,1,1,-1,0,0.216666666666665,0,0,0
statsbomb_2018_8651,45,2025,0,1,1,-1,0,15.216666666666665,0,0,0
statsbomb_2018_8651,60,3600,0,2,2,-2,0,2.0,0,0,1
statsbomb_2018_8651,70,4900,0,2,2,-2,0,12.0,0,0,1
statsbomb_2018_8651,75,5625,0,2,2,-2,0,17.0,0,0,1
statsbomb_2018_8651,80,6400,0,2,2,-2,0,22.0,0,0,1
statsbomb_2018_7567,15,225,0,0,0,0,1,15,0,0,0
statsbomb_2018_7567,30,900,0,0,0,0,1,30,0,0,0
statsbomb_2018_7567,45,2025,0,0,0,0,1,45,0,0,0
statsbomb_2018_7567,60,3600,0,0,0,0,1,60,0,0,0
statsbomb_2018_7567,70,4900,0,0,0,0,1,70,0,0,0
statsbomb_2018_7567,75,5625,0,0,0,0,1,75,0,0,0
statsbomb_2018_7567,80,6400,0,0,0,0,1,80,0,0,0
statsbomb_2018_7541,15,225,0,1,1,-1,0,9.75,1,0,0
statsbomb_2018_7541,30,900,0,1,1,-1,0,24.75,1,0,0
statsbomb_2018_7541,45,2025,1,1,2,0,1,6.833333333333336,1,0,0
statsbomb_2018_7541,60,3600,1,1,2,0,1,21.833333333333336,1,0,0
statsbomb_2018_7541,70,4900,1,1,2,0,1,31.833333333333336,1,0,0
statsbomb_2018_7541,75,5625,1,2,3,-1,0,2.3499999999999943,1,0,1
statsbomb_2018_7541,80,6400,1,2,3,-1,0,7.349999999999994,1,0,1
statsbomb_2018_8655,15,225,0,0,0,0,1,15,0,0,0
statsbomb_2018_8655,30,900,0,0,0,0,1,30,0,0,0
statsbomb_2018_8655,45,2025,0,0,0,0,1,45,0,0,0
statsbomb_2018_8655,60,3600,1,0,1,1,0,9.416666666666664,0,0,1
statsbomb_2018_8655,70,4900,1,0,1,1,0,19.416666666666664,0,0,1
statsbomb_2018_8655,75,5625,1,0,1,1,0,24.416666666666664,0,0,1
statsbomb_2018_8655,80,6400,1,0,1,1,0,29.416666666666664,0,0,1
statsbomb_2018_8657,15,225,1,0,1,1,0,11.383333333333333,0,0,0
statsbomb_2018_8657,30,900,1,0,1,1,0,26.383333333333333,0,0,0
statsbomb_2018_8657,45,2025,1,0,1,1,0,41.38333333333333,0,0,0
statsbomb_2018_8657,60,3600,1,0,1,1,0,56.38333333333333,0,0,0
statsbomb_2018_8657,70,4900,1,0,1,1,0,66.38333333333334,0,0,0
statsbomb_2018_8657,75,5625,1,0,1,1,0,71.38333333333334,0,0,0
statsbomb_2018_8657,80,6400,1,0,1,1,0,76.38333333333334,0,0,0
statsbomb_2018_8652,15,225,0,0,0,0,1,15,0,0,0
statsbomb_2018_8652,30,900,0,0,0,0,1,30,0,0,0
statsbomb_2018_8652,45,2025,1,1,2,0,1,6.033333333333331,0,0,0
statsbomb_2018_8652,60,3600,1,1,2,0,1,21.03333333333333,0,0,0
statsbomb_2018_8652,70,4900,1,1,2,0,1,31.03333333333333,0,0,0
statsbomb_2018_8652,75,5625,1,1,2,0,1,36.03333333333333,0,0,0
statsbomb_2018_8652,80,6400,1,1,2,0,1,41.03333333333333,0,0,0
statsbomb_2018_7563,15,225,0,0,0,0,1,15,0,0,1
statsbomb_2018_7563,30,900,0,0,0,0,1,30,0,0,1
statsbomb_2018_7563,45,2025,0,0,0,0,1,45,0,0,1
statsbomb_2018_7563,60,3600,0,0,0,0,1,60,0,0,1
statsbomb_2018_7563,70,4900,0,0,0,0,1,70,0,0,1
statsbomb_2018_7563,75,5625,0,0,0,0,1,75,0,0,1
statsbomb_2018_7563,80,6400,0,0,0,0,1,80,0,0,1
statsbomb_2018_7556,15,225,0,1,1,-1,0,4.083333333333334,0,0,0
statsbomb_2018_7556,30,900,0,1,1,-1,0,19.083333333333336,0,0,0
statsbomb_2018_7556,45,2025,1,1,2,0,1,11.666666666666664,0,0,0
statsbomb_2018_7556,60,3600,1,1,2,0,1,26.666666666666664,0,0,0
statsbomb_2018_7556,70,4900,1,1,2,0,1,36.666666666666664,0,0,0
statsbomb_2018_7556,75,5625,1,2,3,-1,0,4.61666666666666,0,0,0
statsbomb_2018_7556,80,6400,2,2,4,0,1,2.5,0,0,1
statsbomb_2018_7559,15,225,0,0,0,0,1,15,0,0,0
statsbomb_2018_7559,30,900,0,1,1,-1,0,8.583333333333332,0,0,0
statsbomb_2018_7559,45,2025,0,1,1,-1,0,23.583333333333332,0,0,0
statsbomb_2018_7559,60,3600,1,1,2,0,1,9.416666666666664,0,0,0
statsbomb_2018_7559,70,4900,1,1,2,0,1,19.416666666666664,0,0,0
statsbomb_2018_7559,75,5625,1,1,2,0,1,24.416666666666664,0,0,0
statsbomb_2018_7559,80,6400,1,1,2,0,1,29.416666666666664,0,0,0
